ticker,name,sector,industry,indices
O,Realty Income,Real Estate,Retail REITs,sp500
OC,Owens Corning,Industrials,Building Products,sp400
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,sp500
OFG,OFG Bancorp,Financials,Regional Banks,sp600
OGE,OGE Energy,Utilities,Multi-Utilities,sp400
OGN,Organon & Co.,Health Care,Pharmaceuticals,sp600
OGS,One Gas,Utilities,Gas Utilities,sp400
OHI,Omega Healthcare Investors,Real Estate,Health Care REITs,sp400
OI,"O-I Glass, Inc.",Materials,"Metal, Glass & Plastic Containers",sp600
OII,"Oceaneering International, Inc.",Energy,Oil & Gas Equipment & Services,sp600
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,sp500
OKTA,"Okta, Inc.",Information Technology,Application Software,sp400
OLED,Universal Display,Information Technology,Semiconductors,sp400
OLLI,Ollie's Bargain Outlet,Consumer Discretionary,Broadline Retail,sp400
OLN,Olin Corporation,Materials,Diversified Chemicals,sp400
OMC,Omnicom Group,Communication Services,Advertising,sp500
OMCL,Omnicell,Health Care,Health Care Technology,sp600
ON,ON Semiconductor,Information Technology,Semiconductors,sp500
ONB,Old National Bank,Financials,Regional Banks,sp400
ONTO,Onto Innovation,Information Technology,Semiconductor Materials & Equipment,sp400
OPCH,Option Care Health,Health Care,Health Care Facilities,sp400
OPLN,"OPENLANE, Inc.",Industrials,Diversified Support Services,sp600
ORA,Ormat Technologies,Utilities,Renewable Electricity,sp400
ORCL,Oracle Corporation,Information Technology,Application Software,sp500
ORI,Old Republic International,Financials,Property & Casualty Insurance,sp400
ORLY,O'Reilly Automotive,Consumer Discretionary,Automotive Retail,sp500
OSIS,"OSI Systems, Inc.",Information Technology,Electronic Equipment & Instruments,sp600
OSK,Oshkosh,Industrials,Construction Machinery & Heavy Transportation Equipment,sp400
OSW,OneSpaWorld Holdings Limited,Consumer Discretionary,Leisure Facilities,sp600
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,sp500
OTTR,Otter Tail Corporation,Utilities,Electric Utilities,sp600
OUT,Outfront Media,Real Estate,Other Specialized REITs,sp600
OVV,Ovintiv,Energy,Oil & Gas Exploration & Production,sp400
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,sp500
OZK,Bank OZK,Financials,Regional Banks,sp400
P,Everpure,Information Technology,"Technology Hardware, Storage & Peripherals",sp400
PAG,Penske Automotive Group,Consumer Discretionary,Automotive Retail,sp400
PAHC,Phibro Animal Health,Health Care,Pharmaceuticals,sp600
PANW,Palo Alto Networks,Information Technology,Systems Software,sp500
PARR,"Par Pacific Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,sp600
PATH,UiPath,Information Technology,Systems Software,sp400
PATK,"Patrick Industries, Inc.",Consumer Discretionary,Automotive Parts & Equipment,sp600
PAYC,Paycom,Industrials,Human Resource & Employment Services,sp600
PAYO,Payoneer Global Inc.,Financials,Transaction & Payment Processing Services,sp600
PAYX,Paychex,Industrials,Human Resource & Employment Services,sp500
PB,Prosperity Bancshares,Financials,Regional Banks,sp400
PBF,PBF Energy,Energy,Oil & Gas Refining & Marketing,sp400
PBH,Prestige Consumer Healthcare,Health Care,Pharmaceuticals,sp600
PBI,"Pitney Bowes, Inc.",Industrials,Office Services & Supplies,sp600
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,sp500
PCG,PG&E Corporation,Utilities,Multi-Utilities,sp500
PCRX,"Pacira BioSciences, Inc.",Health Care,Pharmaceuticals,sp600
PCTY,Paylocity,Industrials,Human Resource & Employment Services,sp400
PDFS,"PDF Solutions, Inc.",Information Technology,Semiconductor Materials & Equipment,sp600
PEB,Pebblebrook Hotel Trust,Real Estate,Hotel & Resort REITs,sp600
PECO,Phillips Edison & Company,Real Estate,Retail REITs,sp600
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,sp500
PEGA,Pegasystems,Information Technology,Application Software,sp400
PEN,"Penumbra, Inc.",Health Care,Health Care Equipment,sp400
PENG,"Penguin Solutions, Inc.",Information Technology,Semiconductors,sp600
PENN,Penn Entertainment,Consumer Discretionary,Casinos & Gaming,sp600
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,sp500
PFBC,Preferred Bank,Financials,Regional Banks,sp600
PFE,Pfizer,Health Care,Pharmaceuticals,sp500
PFG,Principal Financial Group,Financials,Life & Health Insurance,sp500
PFGC,Performance Food Group,Consumer Staples,Food Distributors,sp400
PFS,"Provident Financial Services, Inc.",Financials,Regional Banks,sp600
PG,Procter & Gamble,Consumer Staples,Personal Care Products,sp500
PGNY,"Progyny, Inc.",Health Care,Health Care Services,sp600
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,sp500
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,sp500
PHIN,"PHINIA, Inc.",Consumer Discretionary,Automotive Retail,sp600
PHM,PulteGroup,Consumer Discretionary,Homebuilding,sp500
PI,"Impinj, Inc.",Information Technology,Electronic Equipment & Instruments,sp600
PII,Polaris,Consumer Discretionary,Leisure Products,sp400
PINS,Pinterest,Communication Services,Interactive Home Entertainment,sp400
PIPR,Piper Sandler Companies,Financials,Investment Banking & Brokerage,sp600
PJT,"PJT Partners, Inc.",Financials,Investment Banking & Brokerage,sp600
PK,Park Hotels & Resorts,Real Estate,Hotel & Resort REITs,sp400
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,sp500
PLAB,"Photronics, Inc.",Information Technology,Semiconductor Materials & Equipment,sp600
PLD,Prologis,Real Estate,Industrial REITs,sp500
PLMR,"Palomar Holdings, Inc.",Financials,Property & Casualty Insurance,sp600
PLNT,Planet Fitness,Consumer Discretionary,Leisure Facilities,sp400
PLTR,Palantir Technologies,Information Technology,Application Software,sp500
PLUS,"ePlus, Inc.",Information Technology,Technology Distributors,sp600
PLXS,Plexus Corp.,Information Technology,Electronic Manufacturing Services,sp600
PM,Philip Morris International,Consumer Staples,Tobacco,sp500
PMT,PennyMac Mortgage Investment Trust,Real Estate,Mortgage REITs,sp600
PNC,PNC Financial Services,Financials,Diversified Banks,sp500
PNFP,Pinnacle Financial Partners,Financials,Regional Banks,sp400
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,sp500
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,sp500
PODD,Insulet Corporation,Health Care,Health Care Equipment,sp500
POOL,Pool Corporation,Consumer Discretionary,Distributors,sp600
POR,Portland General Electric,Utilities,Electric Utilities,sp400
POST,Post Holdings,Consumer Staples,Packaged Foods & Meats,sp400
POWI,Power Integrations,Information Technology,Semiconductors,sp600
POWL,"Powell Industries, Inc.",Industrials,Electrical Components & Equipment,sp600
PPC,Pilgrim's Pride,Consumer Staples,Packaged Foods & Meats,sp400
PPG,PPG Industries,Materials,Specialty Chemicals,sp500
PPL,PPL Corporation,Utilities,Electric Utilities,sp500
PPLI,People Inc.,Communication Services,Interactive Media & Services,sp600
PR,Permian Resources,Energy,Oil & Gas Exploration & Production,sp400
PRDO,Perdoceo Education Corp.,Consumer Discretionary,Education Services,sp600
PRG,"PROG Holdings, Inc.",Financials,Consumer Finance,sp600
PRGO,Perrigo,Health Care,Pharmaceuticals,sp600
PRGS,Progress Software Corporation,Information Technology,Systems Software,sp600
PRI,Primerica,Financials,Life & Health Insurance,sp400
PRIM,Primoris Services Corporation,Industrials,Construction & Engineering,sp600
PRK,Park National Corp.,Financials,Regional Banks,sp600
PRKS,United Parks & Resorts,Consumer Discretionary,Leisure Facilities,sp600
PRLB,Protolabs,Industrials,Industrial Machinery & Supplies & Components,sp600
PRSU,"Pursuit Attractions & Hospitality, Inc.",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp600
PRU,Prudential Financial,Financials,Life & Health Insurance,sp500
PRVA,"Privia Health Group, Inc.",Health Care,Health Care Services,sp600
PSA,Public Storage,Real Estate,Self-Storage REITs,sp500
PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,sp500
PSMT,PriceSmart,Consumer Staples,Consumer Staples Merchandise Retail,sp600
PSN,Parsons Corporation,Industrials,Aerospace & Defense,sp400
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,sp500
PTC,PTC Inc.,Information Technology,Application Software,sp500
PTCT,"PTC Therapeutics, Inc.",Health Care,Pharmaceuticals,sp600
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,sp600
PTGX,"Protagonist Therapeutics, Inc.",Health Care,Biotechnology,sp600
PTON,"Peloton Interactive, Inc.",Consumer Discretionary,Leisure Products,sp600
PVH,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp400
PWR,Quanta Services,Industrials,Construction & Engineering,sp500
PYPL,PayPal,Financials,Transaction & Payment Processing Services,sp500
PZZA,Papa John's Pizza,Consumer Discretionary,Restaurants,sp600
Q,Qnity Electronics,Information Technology,Semiconductor Materials & Equipment,sp500
QCOM,Qualcomm,Information Technology,Semiconductors,sp500
QDEL,QuidelOrtho,Health Care,Health Care Supplies,sp600
QLYS,Qualys,Information Technology,Systems Software,sp400
QNST,"QuinStreet, Inc.",Communication Services,Interactive Media & Services,sp600
QRVO,Qorvo,Information Technology,Semiconductors,sp600
QTWO,"Q2 Holdings, Inc.",Information Technology,Application Software,sp600
R,Ryder,Industrials,Cargo Ground Transportation,sp400
RAL,Ralliant Corp,Information Technology,Electronic Equipment & Instruments,sp600
RAMP,"LiveRamp Holdings, Inc.",Information Technology,Application Software,sp600
RBA,RB Global,Industrials,Diversified Support Services,sp400
RBC,RBC Bearings,Industrials,Industrial Machinery & Supplies & Components,sp400
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp500
RCUS,"Arcus Biosciences, Inc.",Health Care,Biotechnology,sp600
RDN,"Radian Group, Inc.",Financials,Property & Casualty Insurance,sp600
RDNT,"RadNet, Inc.",Health Care,Health Care Services,sp600
REG,Regency Centers,Real Estate,Retail REITs,sp500
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,sp500
RELY,Remitly,Financials,Transaction & Payment Processing Services,sp600
RES,"RPC, Inc.",Energy,Oil & Gas Equipment & Services,sp600
REX,REX American Resources Corporation,Energy,Oil & Gas Refining & Marketing,sp600
REXR,Rexford Industrial Realty,Real Estate,Industrial REITs,sp400
REYN,Reynolds Consumer Products,Consumer Staples,Household Products,sp600
REZI,"Resideo Technologies, Inc.",Industrials,Trading Companies & Distributors,sp600
RF,Regions Financial Corporation,Financials,Regional Banks,sp500
RGA,Reinsurance Group of America,Financials,Reinsurance,sp400
RGEN,Repligen,Health Care,Biotechnology,sp400
RGLD,Royal Gold,Materials,Gold,sp400
RH,RH,Consumer Discretionary,Homefurnishing Retail,sp400
RHI,Robert Half,Industrials,Human Resource & Employment Services,sp600
RHP,Ryman Hospitality Properties,Real Estate,Hotel & Resort REITs,sp600
RITM,Rithm Capital,Financials,Mortgage REITs,sp600
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,sp500
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp500
RLI,RLI Corp.,Financials,Property & Casualty Insurance,sp400
RMBS,Rambus,Information Technology,Semiconductors,sp400
RMD,ResMed|,Health Care,Health Care Equipment,sp500
RNG,"RingCentral, Inc.",Information Technology,Application Software,sp600
RNR,RenaissanceRe,Financials,Reinsurance,sp400
RNST,Renasant Corp.,Financials,Regional Banks,sp600
ROAD,"Construction Partners, Inc.",Industrials,Construction & Engineering,sp600
ROCK,"Gibraltar Industries, Inc.",Industrials,Building Products,sp600
ROG,Rogers Corporation,Information Technology,Electronic Components,sp600
ROIV,Roivant Sciences,Health Care,Biotechnology,sp400
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,sp500
ROKU,"Roku, Inc.",Communication Services,Movies & Entertainment,sp400
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,sp500
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,sp500
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,sp500
RPM,RPM International,Materials,Specialty Chemicals,sp400
RRC,Range Resources,Energy,Oil & Gas Exploration & Production,sp400
RRR,"Red Rock Resorts, Inc.",Consumer Discretionary,Casinos & Gaming,sp600
RRX,Regal Rexnord,Industrials,Electrical Components & Equipment,sp400
RS,"Reliance, Inc.",Materials,Steel,sp400
RSG,Republic Services,Industrials,Environmental & Facilities Services,sp500
RSI,"Rush Street Interactive, Inc.",Consumer Discretionary,Casinos & Gaming,sp600
RTX,RTX Corporation,Industrials,Aerospace & Defense,sp500
RUN,Sunrun,Industrials,Building Products,sp600
RUSHA,Rush Enterprises,Industrials,Construction Machinery & Heavy Transportation Equipment,sp600
RVTY,Revvity,Health Care,Health Care Equipment,sp500
RXO,"RXO, Inc.",Industrials,Cargo Ground Transportation,sp600
RYAN,Ryan Specialty,Financials,Insurance Brokers,sp400
RYN,Rayonier,Real Estate,Timber REITs,sp400
SABR,Sabre,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp600
SAFE,"Safehold, Inc.",Real Estate,Other Specialized REITs,sp600
SAFT,"Safety Insurance Group, Inc.",Financials,Property & Casualty Insurance,sp600
SAH,"Sonic Automotive, Inc.",Consumer Discretionary,Automotive Retail,sp600
SAIA,Saia,Industrials,Cargo Ground Transportation,sp400
SAIC,Science Applications Intl Corp,Industrials,Diversified Support Services,sp400
SAM,Boston Beer Company,Consumer Staples,Brewers,sp400
SANM,Sanmina Corporation,Information Technology,Electronic Manufacturing Services,sp400
SARO,StandardAero,Industrials,Aerospace & Defense,sp400
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,sp500
SBCF,Seacoast Banking Corporation of Florida,Financials,Regional Banks,sp600
SBH,"Sally Beauty Holdings, Inc.",Consumer Discretionary,Specialty Stores,sp600
SBRA,Sabra Health Care REIT,Real Estate,Health Care REITs,sp400
SBSI,"Southside Bancshares, Inc.",Financials,Regional Banks,sp600
SBUX,Starbucks,Consumer Discretionary,Restaurants,sp500
SCHL,Scholastic Corporation,Consumer Discretionary,Publishing,sp600
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,sp500
SCI,Service Corp Intl,Consumer Discretionary,Specialized Consumer Services,sp400
SCL,Stepan Company,Materials,Specialty Chemicals,sp600
SCSC,"ScanSource, Inc.",Information Technology,Technology Distributors,sp600
SDGR,"Schrödinger, Inc.",Health Care,Health Care Services,sp600
SEDG,SolarEdge,Information Technology,Semiconductor Materials & Equipment,sp600
SEI,"Solaris Energy Infrastructure, Inc.",Energy,Oil & Gas Equipment & Services,sp600
SEIC,SEI Investments Company,Financials,Asset Management & Custody Banks,sp400
SEZL,Sezzle,Financials,Transaction & Payment Processing Services,sp600
SF,Stifel,Financials,Investment Banking & Brokerage,sp400
SFBS,"ServisFirst Bancshares, Inc.",Financials,Regional Banks,sp600
SFM,Sprouts Farmers Market,Consumer Staples,Food Retail,sp400
SFNC,Simmons First National Corporation,Financials,Regional Banks,sp600
SGI,Somnigroup International,Consumer Discretionary,Home Furnishings,sp400
SHAK,"Shake Shack, Inc.",Consumer Discretionary,Restaurants,sp600
SHC,Sotera Health,Health Care,Health Care Services,sp400
SHEN,Shenandoah Telecommunications Co,Communication Services,Wireless Telecommunication Services,sp600
SHO,"Sunstone Hotel Investors, Inc.",Real Estate,Hotel & Resort REITs,sp600
SHOO,"Steven Madden, Ltd.",Consumer Discretionary,Footwear,sp600
SHW,Sherwin-Williams,Materials,Specialty Chemicals,sp500
SIG,Signet Jewelers,Consumer Discretionary,Specialty Stores,sp600
SIGI,Selective Insurance Group,Financials,Property & Casualty Insurance,sp400
SIRI,SiriusXM,Communication Services,Broadcasting,sp400
SITM,SiTime,Information Technology,Semiconductors,sp400
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,sp500
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,Retail REITs,sp600
SKY,"Champion Homes, Inc.",Consumer Discretionary,Homebuilding,sp600
SKYW,"SkyWest, Inc.",Industrials,Passenger Airlines,sp600
SLAB,Silicon Labs,Information Technology,Semiconductors,sp400
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,sp500
SLG,SL Green Realty,Real Estate,Office REITs,sp600
SLGN,Silgan Holdings,Materials,"Metal, Glass & Plastic Containers",sp400
SLM,SLM Corp,Financials,Consumer Finance,sp400
SLVM,Sylvamo Corp.,Materials,Paper Products,sp600
SM,SM Energy Company,Energy,Oil & Gas Exploration & Production,sp600
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",sp500
SMG,Scotts Miracle-Gro Company,Materials,Fertilizers & Agricultural Chemicals,sp400
SMP,"Standard Motor Products, Inc.",Consumer Discretionary,Automotive Parts & Equipment,sp600
SMPL,Simply Good Foods Company,Consumer Staples,Packaged Foods & Meats,sp600
SMTC,Semtech,Information Technology,Semiconductors,sp400
SN,SharkNinja,Consumer Discretionary,Household Appliances,sp400
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,sp500
SNDK,Sandisk,Information Technology,"Technology Hardware, Storage & Peripherals",sp500
SNDR,Schneider National,Industrials,Cargo Ground Transportation,sp600
SNEX,StoneX Group Inc.,Financials,Investment Banking & Brokerage,sp600
SNPS,Synopsys,Information Technology,Application Software,sp500
SNX,TD Synnex,Information Technology,Technology Distributors,sp400
SO,Southern Company,Utilities,Electric Utilities,sp500
SOLS,Solstice Advanced Materials,Materials,Specialty Chemicals,sp400
SOLV,Solventum,Health Care,Health Care Technology,sp500
SON,Sonoco,Materials,Paper & Plastic Packaging Products & Materials,sp400
SONO,"Sonos, Inc.",Consumer Discretionary,Consumer Electronics,sp600
SPG,Simon Property Group,Real Estate,Retail REITs,sp500
SPGI,S&P Global,Financials,Financial Exchanges & Data,sp500
SPHR,Sphere Entertainment,Communication Services,Movies & Entertainment,sp600
SPNT,SiriusPoint Ltd.,Financials,Reinsurance,sp600
SPSC,"SPS Commerce, Inc.",Information Technology,Application Software,sp600
SPXC,SPX Technologies,Industrials,Industrial Machinery & Supplies & Components,sp400
SR,Spire,Utilities,Gas Utilities,sp400
SRE,Sempra,Utilities,Multi-Utilities,sp500
SRPT,Sarepta Therapeutics,Health Care,Biotechnology,sp600
SSB,South State Bank,Financials,Regional Banks,sp400
SSD,Simpson Manufacturing,Industrials,Building Products,sp400
ST,Sensata Technologies,Industrials,Electrical Components & Equipment,sp400
STAA,STAAR Surgical Company,Health Care,Health Care Equipment,sp600
STAG,STAG Industrial,Real Estate,Industrial REITs,sp400
STBA,"S&T Bancorp, Inc.",Financials,Regional Banks,sp600
STC,Stewart Information Services Corporation,Financials,Property & Casualty Insurance,sp600
STE,Steris,Health Care,Health Care Equipment,sp500
STEP,StepStone Group,Financials,Asset Management & Custody Banks,sp600
STLD,Steel Dynamics,Materials,Steel,sp500
STRA,"Strategic Education, Inc.",Consumer Discretionary,Education Services,sp600
STRL,Sterling Infrastructure,Industrials,Construction & Engineering,sp400
STT,State Street Corporation,Financials,Asset Management & Custody Banks,sp500
STWD,Starwood Property Trust,Financials,Mortgage REITs,sp400
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",sp500
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,sp500
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,sp600
SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,sp500
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,sp500
SWKS,Skyworks Solutions,Information Technology,Semiconductors,sp500
SWX,Southwest Gas Corp,Utilities,Gas Utilities,sp400
SXI,Standex International Corporation,Industrials,Industrial Machinery & Supplies & Components,sp600
SXT,Sensient Technologies,Materials,Specialty Chemicals,sp600
SYF,Synchrony Financial,Financials,Consumer Finance,sp500
SYK,Stryker Corporation,Health Care,Health Care Equipment,sp500
SYNA,Synaptics,Information Technology,Semiconductors,sp400
SYY,Sysco,Consumer Staples,Food Distributors,sp500
T,AT&T,Communication Services,Integrated Telecommunication Services,sp500
TALO,"Talos Energy, Inc.",Energy,Oil & Gas Exploration & Production,sp600
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,sp500
TBBK,"The Bancorp, Inc.",Financials,Regional Banks,sp600
TCBI,Texas Capital Bancshares,Financials,Regional Banks,sp400
TDC,Teradata,Information Technology,IT Consulting & Other Services,sp600
TDG,TransDigm Group,Industrials,Aerospace & Defense,sp500
TDS,"Telephone and Data Systems, Inc.",Communication Services,Integrated Telecommunication Services,sp600
TDW,"Tidewater, Inc.",Energy,Oil & Gas Equipment & Services,sp600
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,sp500
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,sp500
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,sp500
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,sp500
TEX,Terex,Industrials,Construction Machinery & Heavy Transportation Equipment,sp400
TFC,Truist Financial,Financials,Diversified Banks,sp500
TFIN,"Triumph Bancorp, Inc.",Financials,Regional Banks,sp600
TFX,Teleflex,Health Care,Health Care Equipment,sp600
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,sp500
TGTX,"TG Therapeutics, Inc.",Health Care,Biotechnology,sp600
THC,Tenet Health,Health Care,Health Care Facilities,sp400
THG,Hanover Insurance,Financials,Property & Casualty Insurance,sp400
THO,Thor Industries,Consumer Discretionary,Leisure Products,sp400
THRM,Gentherm Incorporated,Consumer Discretionary,Automotive Parts & Equipment,sp600
TILE,"Interface, Inc.",Industrials,Office Services & Supplies,sp600
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,sp500
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,sp500
TKR,Timken,Industrials,Industrial Machinery & Supplies & Components,sp400
TLN,Talen Energy,Utilities,Independent Power Producers & Energy Traders,sp400
TMDX,"TransMedics Group, Inc.",Health Care,Health Care Equipment,sp600
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,sp500
TMP,Tompkins Financial Corporation,Financials,Regional Banks,sp600
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,sp500
TNC,Tennant Company,Industrials,Industrial Machinery & Supplies & Components,sp600
TNDM,Tandem Diabetes Care,Health Care,Health Care Equipment,sp600
TNL,Travel + Leisure Co.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp400
TOL,Toll Brothers,Consumer Discretionary,Homebuilding,sp400
TOST,"Toast, Inc.",Financials,Transaction & Payment Processing Services,sp400
TPC,Tutor Perini Corporation,Industrials,Construction & Engineering,sp600
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,sp500
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp500
TR,"Tootsie Roll Industries, Inc.",Consumer Staples,Packaged Foods & Meats,sp600
TREX,Trex,Industrials,Building Products,sp400
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,sp500
TRIP,TripAdvisor,Communication Services,Interactive Media & Services,sp600
TRMB,Trimble Inc.,Information Technology,Application Software,sp500
TRMK,Trustmark Corp.,Financials,Regional Banks,sp600
TRN,"Trinity Industries, Inc.",Industrials,Construction Machinery & Heavy Transportation Equipment,sp600
TRNO,Terreno Realty Corporation,Real Estate,Industrial REITs,sp600
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,sp500
TRST,TrustCo Bank Corp NY,Financials,Regional Banks,sp600
TRU,TransUnion,Industrials,Research & Consulting Services,sp400
TRUP,Trupanion,Financials,Life & Health Insurance,sp600
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,sp500
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,sp500
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,sp500
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,sp500
TT,Trane Technologies,Industrials,Building Products,sp500
TTC,Toro,Industrials,Agricultural & Farm Machinery,sp400
TTD,Trade Desk (The),Communication Services,Advertising,sp500
TTEK,Tetra Tech,Industrials,Construction & Engineering,sp400
TTMI,TTM Technologies,Information Technology,Electronic Manufacturing Services,sp400
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,sp500
TWLO,Twilio,Information Technology,Systems Software,sp400
TXN,Texas Instruments,Information Technology,Semiconductors,sp500
TXNM,TXNM Energy,Utilities,Electric Utilities,sp400
TXRH,Texas Roadhouse,Consumer Discretionary,Restaurants,sp400
TXT,Textron,Industrials,Aerospace & Defense,sp500
TYL,Tyler Technologies,Information Technology,Application Software,sp500
UA,Under Armour (Class C),Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp600
UAA,Under Armour (Class A),Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp600
UAL,United Airlines Holdings,Industrials,Passenger Airlines,sp500
UBER,Uber,Industrials,Passenger Ground Transportation,sp500
UBSI,United Bankshares,Financials,Regional Banks,sp400
UCB,"United Community Banks, Inc.",Financials,Regional Banks,sp600
UCTT,"Ultra Clean Holdings, Inc.",Information Technology,Semiconductor Materials & Equipment,sp600
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,sp500
UE,Urban Edge Properties,Real Estate,Retail REITs,sp600
UFCS,"United Fire Group, Inc.",Financials,Property & Casualty Insurance,sp600
UFPI,UFP Industries,Industrials,Building Products,sp400
UFPT,"UFP Technologies, Inc.",Health Care,Health Care Equipment,sp600
UGI,UGI Corp,Utilities,Gas Utilities,sp400
UHS,Universal Health Services,Health Care,Health Care Facilities,sp500
ULS,UL Solutions,Industrials,Research & Consulting Services,sp400
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,sp500
UMBF,UMB Financial Corp.,Financials,Regional Banks,sp400
UNF,UniFirst Corporation,Industrials,Diversified Support Services,sp600
UNFI,United Natural Foods Inc,Consumer Staples,Food Retail,sp600
UNH,UnitedHealth Group,Health Care,Managed Health Care,sp500
UNIT,Uniti Group,Communication Services,Alternative Carriers,sp600
UNM,Unum,Financials,Life & Health Insurance,sp400
UNP,Union Pacific Corporation,Industrials,Rail Transportation,sp500
UPBD,"Upbound Group, Inc.",Consumer Discretionary,Computer & Electronics Retail,sp600
UPS,United Parcel Service,Industrials,Air Freight & Logistics,sp500
UPWK,"Upwork, Inc.",Industrials,Human Resource & Employment Services,sp600
URBN,"Urban Outfitters, Inc.",Consumer Discretionary,Apparel Retail,sp600
URI,United Rentals,Industrials,Trading Companies & Distributors,sp500
USB,U.S. Bancorp,Financials,Diversified Banks,sp500
USFD,US Foods,Consumer Staples,Food Distributors,sp400
USLM,"United States Lime & Minerals, Inc.",Materials,Construction Materials,sp600
USPH,"U.S. Physical Therapy, Inc.",Health Care,Health Care Facilities,sp600
UTHR,United Therapeutics,Health Care,Biotechnology,sp400
UTI,Universal Technical Institute,Consumer Discretionary,Education Services,sp600
UTL,Unitil Corporation,Utilities,Electric Utilities,sp600
UVV,Universal Corporation,Consumer Staples,Tobacco,sp600
V,Visa Inc.,Financials,Transaction & Payment Processing Services,sp500
VAC,Marriott Vacations Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp600
VAL,Valaris,Energy,Oil & Gas Drilling,sp400
VC,Visteon,Consumer Discretionary,Automotive Parts & Equipment,sp400
VCEL,Vericel,Health Care,Biotechnology,sp600
VCTR,"Victory Capital Holdings, Inc.",Financials,Asset Management & Custody Banks,sp600
VCYT,"Veracyte, Inc.",Health Care,Health Care Services,sp600
VECO,Veeco Instruments Inc.,Information Technology,Semiconductor Materials & Equipment,sp600
VEEV,Veeva Systems,Health Care,Health Care Technology,sp500
VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp400
